filename	n_seqs	n_bases	min_length	max_length	mean_quality
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/487331_barcode61/FAO12621_pass_barcode61_1505ef04_5.fastq.gz	4000	1337717	134	709	10.92
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/487331_barcode61/FAO12621_pass_barcode61_1505ef04_2.fastq.gz	4000	1346506	127	664	10.85
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/487331_barcode61/FAO12621_pass_barcode61_1505ef04_0.fastq.gz	4000	1341289	144	934	11.05
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/487331_barcode61/FAO12621_pass_barcode61_1505ef04_1.fastq.gz	4000	1344801	130	636	10.87
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/487331_barcode61/FAO12621_pass_barcode61_1505ef04_4.fastq.gz	4000	1343346	137	855	10.88
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5344795_barcode20/FAO12621_pass_barcode20_1505ef04_7.fastq.gz	4000	1341152	135	1011	10.95
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5344795_barcode20/FAO12621_pass_barcode20_1505ef04_1.fastq.gz	4000	1336763	135	692	10.95
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5344795_barcode20/FAO12621_pass_barcode20_1505ef04_4.fastq.gz	4000	1349193	137	957	10.89
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5344795_barcode20/FAO12621_pass_barcode20_1505ef04_6.fastq.gz	4000	1334532	140	961	10.92
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5344795_barcode20/FAO12621_pass_barcode20_1505ef04_3.fastq.gz	4000	1338875	126	661	10.84
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5344795_barcode20/FAO12621_pass_barcode20_1505ef04_5.fastq.gz	4000	1344733	130	703	10.90
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5344795_barcode20/FAO12621_pass_barcode20_1505ef04_0.fastq.gz	4000	1334730	125	648	11.09
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5344795_barcode20/FAO12621_pass_barcode20_1505ef04_2.fastq.gz	4000	1343580	131	756	10.86
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5237425_barcode25/FAO12621_pass_barcode25_1505ef04_2.fastq.gz	4000	1651229	137	6379	10.98
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5237425_barcode25/FAO12621_pass_barcode25_1505ef04_0.fastq.gz	4000	1649559	130	6527	11.07
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5237425_barcode25/FAO12621_pass_barcode25_1505ef04_7.fastq.gz	4000	1626692	139	4530	10.94
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5237425_barcode25/FAO12621_pass_barcode25_1505ef04_10.fastq.gz	4000	1663902	143	5115	10.98
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5237425_barcode25/FAO12621_pass_barcode25_1505ef04_9.fastq.gz	4000	1633411	118	6355	10.96
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5237425_barcode25/FAO12621_pass_barcode25_1505ef04_4.fastq.gz	4000	1628207	138	6012	10.84
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5237425_barcode25/FAO12621_pass_barcode25_1505ef04_6.fastq.gz	4000	1663574	127	8382	10.91
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5237425_barcode25/FAO12621_pass_barcode25_1505ef04_5.fastq.gz	4000	1666976	135	4487	10.92
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5237425_barcode25/FAO12621_pass_barcode25_1505ef04_3.fastq.gz	4000	1687032	148	5698	10.91
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5237425_barcode25/FAO12621_pass_barcode25_1505ef04_1.fastq.gz	4000	1647858	134	5591	10.98
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5237425_barcode25/FAO12621_pass_barcode25_1505ef04_8.fastq.gz	4000	1723430	137	27289	10.93
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856030_barcode91/FAO12621_pass_barcode91_1505ef04_3.fastq.gz	4000	1328150	120	1217	10.82
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856030_barcode91/FAO12621_pass_barcode91_1505ef04_6.fastq.gz	4000	1325821	125	2030	11.00
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856030_barcode91/FAO12621_pass_barcode91_1505ef04_1.fastq.gz	4000	1337516	127	1741	10.99
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856030_barcode91/FAO12621_pass_barcode91_1505ef04_4.fastq.gz	4000	1333396	141	989	10.90
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856030_barcode91/FAO12621_pass_barcode91_1505ef04_2.fastq.gz	4000	1325308	135	939	10.87
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856030_barcode91/FAO12621_pass_barcode91_1505ef04_7.fastq.gz	4000	1329897	124	1417	10.95
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856030_barcode91/FAO12621_pass_barcode91_1505ef04_5.fastq.gz	4000	1330295	124	1198	10.87
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856030_barcode91/FAO12621_pass_barcode91_1505ef04_0.fastq.gz	4000	1334950	138	1248	11.05
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856591_barcode63/FAO12621_pass_barcode63_1505ef04_4.fastq.gz	4000	1368415	125	1071	10.84
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856591_barcode63/FAO12621_pass_barcode63_1505ef04_0.fastq.gz	4000	1357842	144	1083	11.13
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856591_barcode63/FAO12621_pass_barcode63_1505ef04_11.fastq.gz	4000	1366611	100	1133	11.00
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856591_barcode63/FAO12621_pass_barcode63_1505ef04_8.fastq.gz	4000	1353498	141	1036	10.91
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856591_barcode63/FAO12621_pass_barcode63_1505ef04_9.fastq.gz	4000	1357163	129	1911	10.93
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856591_barcode63/FAO12621_pass_barcode63_1505ef04_7.fastq.gz	4000	1358810	126	880	10.95
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856591_barcode63/FAO12621_pass_barcode63_1505ef04_1.fastq.gz	4000	1371604	134	1077	11.05
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856591_barcode63/FAO12621_pass_barcode63_1505ef04_5.fastq.gz	4000	1359243	140	1779	10.87
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856591_barcode63/FAO12621_pass_barcode63_1505ef04_3.fastq.gz	4000	1359700	133	975	10.86
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856591_barcode63/FAO12621_pass_barcode63_1505ef04_10.fastq.gz	4000	1359455	128	1102	11.00
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856591_barcode63/FAO12621_pass_barcode63_1505ef04_6.fastq.gz	4000	1350605	143	1028	10.94
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856591_barcode63/FAO12621_pass_barcode63_1505ef04_2.fastq.gz	4000	1361928	134	1093	11.00
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/604425_barcode76/FAO12621_pass_barcode76_1505ef04_1.fastq.gz	4000	1321516	120	979	10.85
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/604425_barcode76/FAO12621_pass_barcode76_1505ef04_3.fastq.gz	4000	1315231	120	793	10.88
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/604425_barcode76/FAO12621_pass_barcode76_1505ef04_0.fastq.gz	4000	1318729	138	915	11.04
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/604425_barcode76/FAO12621_pass_barcode76_1505ef04_4.fastq.gz	4000	1327668	131	701	10.91
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/604425_barcode76/FAO12621_pass_barcode76_1505ef04_2.fastq.gz	4000	1326406	138	1233	10.83
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5408445_barcode28/FAO12621_pass_barcode28_1505ef04_2.fastq.gz	4000	1405935	115	2558	10.88
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5408445_barcode28/FAO12621_pass_barcode28_1505ef04_0.fastq.gz	4000	1404592	126	2684	11.05
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5408445_barcode28/FAO12621_pass_barcode28_1505ef04_4.fastq.gz	4000	1404976	136	2677	10.88
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5408445_barcode28/FAO12621_pass_barcode28_1505ef04_1.fastq.gz	4000	1423192	134	4078	10.90
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5408445_barcode28/FAO12621_pass_barcode28_1505ef04_5.fastq.gz	4000	1422985	152	3813	10.95
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5408445_barcode28/FAO12621_pass_barcode28_1505ef04_3.fastq.gz	4000	1406974	137	3408	10.87
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5307893_barcode42/FAO12621_pass_barcode42_1505ef04_0.fastq.gz	4000	1366902	135	1175	10.85
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5307893_barcode42/FAO12621_pass_barcode42_1505ef04_1.fastq.gz	4000	1354908	133	2066	10.76
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/0055219_barcode49/FAO12621_pass_barcode49_1505ef04_6.fastq.gz	4000	1350596	130	2116	11.01
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/0055219_barcode49/FAO12621_pass_barcode49_1505ef04_0.fastq.gz	4000	1337180	136	666	11.14
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/0055219_barcode49/FAO12621_pass_barcode49_1505ef04_3.fastq.gz	4000	1340491	141	1323	10.91
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/0055219_barcode49/FAO12621_pass_barcode49_1505ef04_7.fastq.gz	4000	1344111	139	970	10.97
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/0055219_barcode49/FAO12621_pass_barcode49_1505ef04_2.fastq.gz	4000	1350266	112	903	10.92
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/0055219_barcode49/FAO12621_pass_barcode49_1505ef04_4.fastq.gz	4000	1340378	135	1121	10.90
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/0055219_barcode49/FAO12621_pass_barcode49_1505ef04_8.fastq.gz	4000	1356418	131	1038	10.98
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/0055219_barcode49/FAO12621_pass_barcode49_1505ef04_1.fastq.gz	4000	1346304	134	719	11.01
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/0055219_barcode49/FAO12621_pass_barcode49_1505ef04_5.fastq.gz	4000	1353437	126	1008	10.95
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5363212_barcode85/FAO12621_pass_barcode85_1505ef04_3.fastq.gz	4000	1342521	128	834	11.02
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5363212_barcode85/FAO12621_pass_barcode85_1505ef04_8.fastq.gz	4000	1345352	135	1033	11.07
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5363212_barcode85/FAO12621_pass_barcode85_1505ef04_0.fastq.gz	4000	1334715	121	961	11.21
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5363212_barcode85/FAO12621_pass_barcode85_1505ef04_2.fastq.gz	4000	1333785	134	1010	10.96
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5363212_barcode85/FAO12621_pass_barcode85_1505ef04_4.fastq.gz	4000	1333924	131	856	10.96
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5363212_barcode85/FAO12621_pass_barcode85_1505ef04_7.fastq.gz	4000	1330461	132	870	11.05
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5363212_barcode85/FAO12621_pass_barcode85_1505ef04_5.fastq.gz	4000	1334508	130	1519	11.03
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5363212_barcode85/FAO12621_pass_barcode85_1505ef04_6.fastq.gz	4000	1339887	106	1055	11.01
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5363212_barcode85/FAO12621_pass_barcode85_1505ef04_1.fastq.gz	4000	1344089	132	933	11.04
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/694884_barcode45/FAO12621_pass_barcode45_1505ef04_3.fastq.gz	4000	1387045	134	7110	10.88
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/694884_barcode45/FAO12621_pass_barcode45_1505ef04_1.fastq.gz	4000	1391593	131	5454	10.94
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/694884_barcode45/FAO12621_pass_barcode45_1505ef04_5.fastq.gz	4000	1378981	141	2985	10.99
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/694884_barcode45/FAO12621_pass_barcode45_1505ef04_4.fastq.gz	4000	1380253	126	3418	10.92
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/694884_barcode45/FAO12621_pass_barcode45_1505ef04_2.fastq.gz	4000	1370604	109	6057	10.86
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/694884_barcode45/FAO12621_pass_barcode45_1505ef04_0.fastq.gz	4000	1394413	117	7563	11.12
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/522816_barcode74/FAO12621_pass_barcode74_1505ef04_0.fastq.gz	4000	1347906	122	1702	10.83
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/417538_barcode51/FAO12621_pass_barcode51_1505ef04_3.fastq.gz	4000	1336271	131	871	10.96
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/417538_barcode51/FAO12621_pass_barcode51_1505ef04_2.fastq.gz	4000	1332704	133	671	10.94
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/417538_barcode51/FAO12621_pass_barcode51_1505ef04_6.fastq.gz	4000	1327676	125	632	11.06
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/417538_barcode51/FAO12621_pass_barcode51_1505ef04_1.fastq.gz	4000	1319279	130	887	10.97
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/417538_barcode51/FAO12621_pass_barcode51_1505ef04_0.fastq.gz	4000	1327870	117	1029	11.17
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/417538_barcode51/FAO12621_pass_barcode51_1505ef04_4.fastq.gz	4000	1323271	131	623	10.99
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/417538_barcode51/FAO12621_pass_barcode51_1505ef04_5.fastq.gz	4000	1331575	117	669	11.03
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/785938_barcode16/FAO12621_pass_barcode16_1505ef04_0.fastq.gz	4000	1365775	137	1383	11.00
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/785938_barcode16/FAO12621_pass_barcode16_1505ef04_6.fastq.gz	4000	1357466	135	1037	10.90
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/785938_barcode16/FAO12621_pass_barcode16_1505ef04_5.fastq.gz	4000	1347103	133	1289	10.83
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/785938_barcode16/FAO12621_pass_barcode16_1505ef04_4.fastq.gz	4000	1356905	133	1207	10.83
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/785938_barcode16/FAO12621_pass_barcode16_1505ef04_1.fastq.gz	4000	1363462	132	1150	10.87
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/785938_barcode16/FAO12621_pass_barcode16_1505ef04_2.fastq.gz	4000	1364415	130	974	10.83
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/785938_barcode16/FAO12621_pass_barcode16_1505ef04_3.fastq.gz	4000	1370949	132	2103	10.76
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/785938_barcode16/FAO12621_pass_barcode16_1505ef04_7.fastq.gz	4000	1366335	121	8761	10.85
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5425715_barcode84/FAO12621_pass_barcode84_1505ef04_4.fastq.gz	4000	1430810	138	1467	10.93
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5425715_barcode84/FAO12621_pass_barcode84_1505ef04_7.fastq.gz	4000	1426398	111	1466	10.98
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5425715_barcode84/FAO12621_pass_barcode84_1505ef04_0.fastq.gz	4000	1435279	142	2528	11.17
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5425715_barcode84/FAO12621_pass_barcode84_1505ef04_5.fastq.gz	4000	1420920	140	2749	10.89
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5425715_barcode84/FAO12621_pass_barcode84_1505ef04_10.fastq.gz	4000	1427964	135	1782	11.00
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5425715_barcode84/FAO12621_pass_barcode84_1505ef04_3.fastq.gz	4000	1429966	118	1442	10.94
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5425715_barcode84/FAO12621_pass_barcode84_1505ef04_9.fastq.gz	4000	1423160	138	1198	11.02
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5425715_barcode84/FAO12621_pass_barcode84_1505ef04_8.fastq.gz	4000	1440707	130	1160	10.98
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5425715_barcode84/FAO12621_pass_barcode84_1505ef04_6.fastq.gz	4000	1429778	128	1180	10.98
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5425715_barcode84/FAO12621_pass_barcode84_1505ef04_2.fastq.gz	4000	1427340	139	1599	11.03
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5425715_barcode84/FAO12621_pass_barcode84_1505ef04_1.fastq.gz	4000	1421876	128	1215	11.03
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5425715_barcode84/FAO12621_pass_barcode84_1505ef04_11.fastq.gz	4000	1414612	132	1065	11.05
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5397005_barcode52/FAO12621_pass_barcode52_1505ef04_5.fastq.gz	4000	1352201	129	2876	10.99
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5397005_barcode52/FAO12621_pass_barcode52_1505ef04_4.fastq.gz	4000	1358637	115	1329	11.02
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5397005_barcode52/FAO12621_pass_barcode52_1505ef04_6.fastq.gz	4000	1359029	120	1519	11.04
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5397005_barcode52/FAO12621_pass_barcode52_1505ef04_1.fastq.gz	4000	1361218	136	2516	11.00
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5397005_barcode52/FAO12621_pass_barcode52_1505ef04_0.fastq.gz	4000	1345620	143	1768	11.20
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5397005_barcode52/FAO12621_pass_barcode52_1505ef04_2.fastq.gz	4000	1353303	137	1496	10.94
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5397005_barcode52/FAO12621_pass_barcode52_1505ef04_3.fastq.gz	4000	1354666	120	1040	10.91
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90483864_barcode79/FAO12621_pass_barcode79_1505ef04_6.fastq.gz	4000	1322860	127	697	10.97
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90483864_barcode79/FAO12621_pass_barcode79_1505ef04_3.fastq.gz	4000	1322737	132	832	10.85
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90483864_barcode79/FAO12621_pass_barcode79_1505ef04_5.fastq.gz	4000	1322236	133	1264	10.93
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90483864_barcode79/FAO12621_pass_barcode79_1505ef04_1.fastq.gz	4000	1330992	115	599	10.97
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90483864_barcode79/FAO12621_pass_barcode79_1505ef04_2.fastq.gz	4000	1323842	123	854	10.91
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90483864_barcode79/FAO12621_pass_barcode79_1505ef04_0.fastq.gz	4000	1334792	126	1888	11.11
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90483864_barcode79/FAO12621_pass_barcode79_1505ef04_4.fastq.gz	4000	1329662	128	2115	10.97
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5323713_barcode11/FAO12621_pass_barcode11_1505ef04_4.fastq.gz	4000	1335253	106	1414	10.90
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5323713_barcode11/FAO12621_pass_barcode11_1505ef04_2.fastq.gz	4000	1341233	132	1760	11.03
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5323713_barcode11/FAO12621_pass_barcode11_1505ef04_6.fastq.gz	4000	1339196	115	2787	11.02
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5323713_barcode11/FAO12621_pass_barcode11_1505ef04_3.fastq.gz	4000	1342575	126	2458	10.94
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5323713_barcode11/FAO12621_pass_barcode11_1505ef04_9.fastq.gz	4000	1335484	119	2036	11.07
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5323713_barcode11/FAO12621_pass_barcode11_1505ef04_1.fastq.gz	4000	1340919	123	1429	11.10
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5323713_barcode11/FAO12621_pass_barcode11_1505ef04_8.fastq.gz	4000	1340036	131	1270	11.05
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5323713_barcode11/FAO12621_pass_barcode11_1505ef04_5.fastq.gz	4000	1330032	132	1079	11.02
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5323713_barcode11/FAO12621_pass_barcode11_1505ef04_0.fastq.gz	4000	1345185	103	2496	11.21
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5323713_barcode11/FAO12621_pass_barcode11_1505ef04_7.fastq.gz	4000	1337428	135	1390	11.05
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5232531_barcode47/FAO12621_pass_barcode47_1505ef04_1.fastq.gz	4000	1653656	131	2922	11.05
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5232531_barcode47/FAO12621_pass_barcode47_1505ef04_4.fastq.gz	4000	1617781	140	4223	11.05
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5232531_barcode47/FAO12621_pass_barcode47_1505ef04_3.fastq.gz	4000	1662249	133	3291	11.01
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5232531_barcode47/FAO12621_pass_barcode47_1505ef04_2.fastq.gz	4000	1686983	127	6417	10.98
