filename	n_seqs	n_bases	min_length	max_length	mean_quality
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5232531_barcode47/FAO12621_pass_barcode47_1505ef04_0.fastq.gz	4000	1653092	141	6135	11.14
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5228872_barcode65/FAO12621_pass_barcode65_1505ef04_5.fastq.gz	4000	1435957	135	1442	10.92
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5228872_barcode65/FAO12621_pass_barcode65_1505ef04_1.fastq.gz	4000	1417926	121	1126	10.89
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5228872_barcode65/FAO12621_pass_barcode65_1505ef04_6.fastq.gz	4000	1418539	125	1006	10.90
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5228872_barcode65/FAO12621_pass_barcode65_1505ef04_0.fastq.gz	4000	1416470	134	1266	11.04
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5228872_barcode65/FAO12621_pass_barcode65_1505ef04_7.fastq.gz	4000	1427867	125	1299	10.95
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5228872_barcode65/FAO12621_pass_barcode65_1505ef04_2.fastq.gz	4000	1423556	123	1221	10.82
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5228872_barcode65/FAO12621_pass_barcode65_1505ef04_4.fastq.gz	4000	1434620	138	1608	10.94
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5228872_barcode65/FAO12621_pass_barcode65_1505ef04_3.fastq.gz	4000	1423482	131	2586	10.80
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5219728_barcode90/FAO12621_pass_barcode90_1505ef04_5.fastq.gz	4000	1338356	136	970	10.88
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5219728_barcode90/FAO12621_pass_barcode90_1505ef04_7.fastq.gz	4000	1351035	131	1118	10.88
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5219728_barcode90/FAO12621_pass_barcode90_1505ef04_9.fastq.gz	4000	1352352	146	1528	10.98
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5219728_barcode90/FAO12621_pass_barcode90_1505ef04_4.fastq.gz	4000	1348111	143	897	10.80
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5219728_barcode90/FAO12621_pass_barcode90_1505ef04_10.fastq.gz	4000	1353663	125	2474	10.94
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5219728_barcode90/FAO12621_pass_barcode90_1505ef04_0.fastq.gz	4000	1343416	132	1064	11.09
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5219728_barcode90/FAO12621_pass_barcode90_1505ef04_6.fastq.gz	4000	1358380	138	1461	10.93
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5219728_barcode90/FAO12621_pass_barcode90_1505ef04_8.fastq.gz	4000	1347070	134	2008	10.91
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5219728_barcode90/FAO12621_pass_barcode90_1505ef04_2.fastq.gz	4000	1353292	111	1206	10.93
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5219728_barcode90/FAO12621_pass_barcode90_1505ef04_3.fastq.gz	4000	1348912	127	1041	10.91
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5219728_barcode90/FAO12621_pass_barcode90_1505ef04_1.fastq.gz	4000	1357714	134	2598	11.01
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/756048_barcode10/FAO12621_pass_barcode10_1505ef04_3.fastq.gz	4000	1333457	136	911	10.76
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/756048_barcode10/FAO12621_pass_barcode10_1505ef04_2.fastq.gz	4000	1329672	131	928	10.71
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/756048_barcode10/FAO12621_pass_barcode10_1505ef04_1.fastq.gz	4000	1325330	140	763	10.65
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/756048_barcode10/FAO12621_pass_barcode10_1505ef04_0.fastq.gz	4000	1333853	131	734	10.80
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/412285_barcode27/FAO12621_pass_barcode27_1505ef04_0.fastq.gz	4000	1343744	109	667	10.96
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/412285_barcode27/FAO12621_pass_barcode27_1505ef04_3.fastq.gz	4000	1342943	124	653	10.80
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/412285_barcode27/FAO12621_pass_barcode27_1505ef04_1.fastq.gz	4000	1352440	135	724	10.81
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/412285_barcode27/FAO12621_pass_barcode27_1505ef04_5.fastq.gz	4000	1345001	152	679	10.79
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/412285_barcode27/FAO12621_pass_barcode27_1505ef04_6.fastq.gz	4000	1357848	130	644	10.85
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/412285_barcode27/FAO12621_pass_barcode27_1505ef04_2.fastq.gz	4000	1348226	141	654	10.74
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/412285_barcode27/FAO12621_pass_barcode27_1505ef04_4.fastq.gz	4000	1344713	138	594	10.77
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5403398_barcode23/FAO12621_pass_barcode23_1505ef04_1.fastq.gz	4000	1371497	127	1671	10.82
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5403398_barcode23/FAO12621_pass_barcode23_1505ef04_6.fastq.gz	4000	1371670	128	4158	10.80
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5403398_barcode23/FAO12621_pass_barcode23_1505ef04_4.fastq.gz	4000	1378028	147	1549	10.81
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5403398_barcode23/FAO12621_pass_barcode23_1505ef04_0.fastq.gz	4000	1374035	126	1069	10.95
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5403398_barcode23/FAO12621_pass_barcode23_1505ef04_5.fastq.gz	4000	1369672	134	1501	10.75
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5403398_barcode23/FAO12621_pass_barcode23_1505ef04_7.fastq.gz	4000	1379970	137	1150	10.81
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5403398_barcode23/FAO12621_pass_barcode23_1505ef04_2.fastq.gz	4000	1365528	138	1128	10.81
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5403398_barcode23/FAO12621_pass_barcode23_1505ef04_3.fastq.gz	4000	1374272	146	1117	10.69
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/916437_barcode81/FAO12621_pass_barcode81_1505ef04_5.fastq.gz	4000	1331500	144	1036	10.90
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/916437_barcode81/FAO12621_pass_barcode81_1505ef04_0.fastq.gz	4000	1337900	115	705	11.11
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/916437_barcode81/FAO12621_pass_barcode81_1505ef04_2.fastq.gz	4000	1345160	122	2023	10.91
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/916437_barcode81/FAO12621_pass_barcode81_1505ef04_1.fastq.gz	4000	1338535	128	1054	10.94
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/916437_barcode81/FAO12621_pass_barcode81_1505ef04_4.fastq.gz	4000	1347287	138	772	10.95
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/916437_barcode81/FAO12621_pass_barcode81_1505ef04_6.fastq.gz	4000	1335722	125	731	11.00
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/916437_barcode81/FAO12621_pass_barcode81_1505ef04_3.fastq.gz	4000	1335865	139	903	10.87
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5008594_barcode67/FAO12621_pass_barcode67_1505ef04_8.fastq.gz	4000	1368218	130	1684	11.04
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5008594_barcode67/FAO12621_pass_barcode67_1505ef04_2.fastq.gz	4000	1361261	131	5352	10.93
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5008594_barcode67/FAO12621_pass_barcode67_1505ef04_4.fastq.gz	4000	1371822	101	1977	10.96
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5008594_barcode67/FAO12621_pass_barcode67_1505ef04_0.fastq.gz	4000	1362262	126	5226	11.18
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5008594_barcode67/FAO12621_pass_barcode67_1505ef04_1.fastq.gz	4000	1375322	135	3881	11.00
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5008594_barcode67/FAO12621_pass_barcode67_1505ef04_6.fastq.gz	4000	1368176	138	3835	10.95
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5008594_barcode67/FAO12621_pass_barcode67_1505ef04_5.fastq.gz	4000	1369379	137	3956	10.98
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5008594_barcode67/FAO12621_pass_barcode67_1505ef04_3.fastq.gz	4000	1373644	119	3778	10.87
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5008594_barcode67/FAO12621_pass_barcode67_1505ef04_7.fastq.gz	4000	1382349	132	2542	11.03
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/0055322_barcode50/FAO12621_pass_barcode50_1505ef04_3.fastq.gz	4000	1654335	132	5868	10.89
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/0055322_barcode50/FAO12621_pass_barcode50_1505ef04_0.fastq.gz	4000	1640587	137	10277	11.16
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/0055322_barcode50/FAO12621_pass_barcode50_1505ef04_5.fastq.gz	4000	1661623	130	6226	11.01
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/0055322_barcode50/FAO12621_pass_barcode50_1505ef04_1.fastq.gz	4000	1641846	131	7759	11.03
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/0055322_barcode50/FAO12621_pass_barcode50_1505ef04_8.fastq.gz	4000	1637733	131	8691	11.09
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/0055322_barcode50/FAO12621_pass_barcode50_1505ef04_4.fastq.gz	4000	1633804	149	9684	10.96
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/0055322_barcode50/FAO12621_pass_barcode50_1505ef04_2.fastq.gz	4000	1628472	128	5586	10.96
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/0055322_barcode50/FAO12621_pass_barcode50_1505ef04_7.fastq.gz	4000	1632895	124	5841	11.04
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/0055322_barcode50/FAO12621_pass_barcode50_1505ef04_6.fastq.gz	4000	1639427	135	5782	11.03
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90420141_barcode55/FAO12621_pass_barcode55_1505ef04_4.fastq.gz	4000	1340176	137	1061	10.95
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90420141_barcode55/FAO12621_pass_barcode55_1505ef04_5.fastq.gz	4000	1339285	136	1573	10.99
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90420141_barcode55/FAO12621_pass_barcode55_1505ef04_1.fastq.gz	4000	1358132	138	6032	11.00
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90420141_barcode55/FAO12621_pass_barcode55_1505ef04_0.fastq.gz	4000	1330649	132	835	11.15
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90420141_barcode55/FAO12621_pass_barcode55_1505ef04_2.fastq.gz	4000	1340284	130	2085	10.92
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90420141_barcode55/FAO12621_pass_barcode55_1505ef04_6.fastq.gz	4000	1341589	122	3094	11.00
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90420141_barcode55/FAO12621_pass_barcode55_1505ef04_3.fastq.gz	4000	1344283	124	1036	10.90
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5150347_barcode78/FAO12621_pass_barcode78_1505ef04_2.fastq.gz	4000	1337982	131	808	10.83
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5150347_barcode78/FAO12621_pass_barcode78_1505ef04_0.fastq.gz	4000	1337877	129	973	11.06
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5150347_barcode78/FAO12621_pass_barcode78_1505ef04_4.fastq.gz	4000	1350576	133	1176	10.90
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5150347_barcode78/FAO12621_pass_barcode78_1505ef04_3.fastq.gz	4000	1340763	134	971	10.86
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5150347_barcode78/FAO12621_pass_barcode78_1505ef04_1.fastq.gz	4000	1354371	125	729	10.87
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/987499_barcode31/FAO12621_pass_barcode31_1505ef04_2.fastq.gz	4000	1376345	125	1092	10.86
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/987499_barcode31/FAO12621_pass_barcode31_1505ef04_1.fastq.gz	4000	1372377	129	1391	10.89
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/987499_barcode31/FAO12621_pass_barcode31_1505ef04_0.fastq.gz	4000	1358049	123	1661	11.07
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/987499_barcode31/FAO12621_pass_barcode31_1505ef04_6.fastq.gz	4000	1370913	109	2047	10.93
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/987499_barcode31/FAO12621_pass_barcode31_1505ef04_3.fastq.gz	4000	1377796	119	1216	10.86
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/987499_barcode31/FAO12621_pass_barcode31_1505ef04_4.fastq.gz	4000	1379877	109	1210	10.89
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/987499_barcode31/FAO12621_pass_barcode31_1505ef04_5.fastq.gz	4000	1373835	130	2751	10.89
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/601535_barcode71/FAO12621_pass_barcode71_1505ef04_1.fastq.gz	4000	1366815	121	1369	10.84
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/601535_barcode71/FAO12621_pass_barcode71_1505ef04_6.fastq.gz	4000	1351508	153	949	10.92
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/601535_barcode71/FAO12621_pass_barcode71_1505ef04_4.fastq.gz	4000	1361823	119	1770	10.83
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/601535_barcode71/FAO12621_pass_barcode71_1505ef04_2.fastq.gz	4000	1351925	138	1436	10.84
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/601535_barcode71/FAO12621_pass_barcode71_1505ef04_3.fastq.gz	4000	1369469	132	1900	10.86
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/601535_barcode71/FAO12621_pass_barcode71_1505ef04_5.fastq.gz	4000	1353763	127	1271	10.87
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/601535_barcode71/FAO12621_pass_barcode71_1505ef04_0.fastq.gz	4000	1348845	136	1043	11.04
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5115668_barcode58/FAO12621_pass_barcode58_1505ef04_1.fastq.gz	4000	1319355	137	643	10.75
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5115668_barcode58/FAO12621_pass_barcode58_1505ef04_2.fastq.gz	4000	1305735	126	679	10.77
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5115668_barcode58/FAO12621_pass_barcode58_1505ef04_0.fastq.gz	4000	1314677	127	2148	10.87
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/952119_barcode69/FAO12621_pass_barcode69_1505ef04_2.fastq.gz	4000	1338813	126	897	10.75
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/952119_barcode69/FAO12621_pass_barcode69_1505ef04_0.fastq.gz	4000	1329902	129	2353	10.92
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/952119_barcode69/FAO12621_pass_barcode69_1505ef04_1.fastq.gz	4000	1334165	134	2222	10.80
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/952119_barcode69/FAO12621_pass_barcode69_1505ef04_3.fastq.gz	4000	1338844	135	1634	10.85
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/952119_barcode69/FAO12621_pass_barcode69_1505ef04_4.fastq.gz	4000	1343796	142	927	10.81
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/952119_barcode69/FAO12621_pass_barcode69_1505ef04_5.fastq.gz	4000	1339681	126	1049	10.82
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90472084_barcode56/FAO12621_pass_barcode56_1505ef04_1.fastq.gz	4000	1524903	126	6619	10.73
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90472084_barcode56/FAO12621_pass_barcode56_1505ef04_2.fastq.gz	4000	1498515	131	3824	10.84
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90472084_barcode56/FAO12621_pass_barcode56_1505ef04_0.fastq.gz	4000	1515176	119	3772	10.94
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/621588_barcode12/FAO12621_pass_barcode12_1505ef04_3.fastq.gz	4000	1363428	141	2620	10.78
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/621588_barcode12/FAO12621_pass_barcode12_1505ef04_4.fastq.gz	4000	1371895	133	2007	10.76
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/621588_barcode12/FAO12621_pass_barcode12_1505ef04_0.fastq.gz	4000	1380153	117	1765	10.93
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/621588_barcode12/FAO12621_pass_barcode12_1505ef04_5.fastq.gz	4000	1383459	140	2613	10.84
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/621588_barcode12/FAO12621_pass_barcode12_1505ef04_2.fastq.gz	4000	1403481	122	6611	10.75
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/621588_barcode12/FAO12621_pass_barcode12_1505ef04_1.fastq.gz	4000	1368012	137	1909	10.80
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5114392_barcode15/FAO12621_pass_barcode15_1505ef04_5.fastq.gz	4000	1359027	129	4138	10.94
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5114392_barcode15/FAO12621_pass_barcode15_1505ef04_4.fastq.gz	4000	1363659	128	1949	10.87
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5114392_barcode15/FAO12621_pass_barcode15_1505ef04_3.fastq.gz	4000	1361203	132	2657	10.90
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5114392_barcode15/FAO12621_pass_barcode15_1505ef04_0.fastq.gz	4000	1358397	132	1172	10.99
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5114392_barcode15/FAO12621_pass_barcode15_1505ef04_1.fastq.gz	4000	1363105	141	1456	10.85
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5114392_barcode15/FAO12621_pass_barcode15_1505ef04_2.fastq.gz	4000	1364689	128	1700	10.83
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5400363_barcode21/FAO12621_pass_barcode21_1505ef04_5.fastq.gz	4000	1311375	128	784	10.79
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5400363_barcode21/FAO12621_pass_barcode21_1505ef04_1.fastq.gz	4000	1315319	131	648	10.75
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5400363_barcode21/FAO12621_pass_barcode21_1505ef04_2.fastq.gz	4000	1314487	136	705	10.72
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5400363_barcode21/FAO12621_pass_barcode21_1505ef04_3.fastq.gz	4000	1317862	133	715	10.77
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5400363_barcode21/FAO12621_pass_barcode21_1505ef04_4.fastq.gz	4000	1308961	127	1024	10.77
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5400363_barcode21/FAO12621_pass_barcode21_1505ef04_0.fastq.gz	4000	1319257	128	4518	10.92
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90404754_barcode83/FAO12621_pass_barcode83_1505ef04_5.fastq.gz	4000	1367934	126	1661	10.86
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90404754_barcode83/FAO12621_pass_barcode83_1505ef04_7.fastq.gz	4000	1362862	142	2259	10.87
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90404754_barcode83/FAO12621_pass_barcode83_1505ef04_0.fastq.gz	4000	1364887	136	4916	11.04
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90404754_barcode83/FAO12621_pass_barcode83_1505ef04_1.fastq.gz	4000	1364102	137	1685	10.89
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90404754_barcode83/FAO12621_pass_barcode83_1505ef04_4.fastq.gz	4000	1366335	133	1382	10.75
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90404754_barcode83/FAO12621_pass_barcode83_1505ef04_2.fastq.gz	4000	1375055	145	3192	10.80
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90404754_barcode83/FAO12621_pass_barcode83_1505ef04_8.fastq.gz	4000	1374557	130	2341	10.85
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90404754_barcode83/FAO12621_pass_barcode83_1505ef04_9.fastq.gz	4000	1373269	141	8895	10.86
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90404754_barcode83/FAO12621_pass_barcode83_1505ef04_6.fastq.gz	4000	1363050	143	1181	10.82
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/90404754_barcode83/FAO12621_pass_barcode83_1505ef04_3.fastq.gz	4000	1374459	135	1735	10.83
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5143152_barcode62/FAO12621_pass_barcode62_1505ef04_0.fastq.gz	4000	1371816	123	1882	10.95
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5143152_barcode62/FAO12621_pass_barcode62_1505ef04_1.fastq.gz	4000	1351142	133	1583	10.82
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5143152_barcode62/FAO12621_pass_barcode62_1505ef04_2.fastq.gz	4000	1360364	132	2466	10.85
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5143152_barcode62/FAO12621_pass_barcode62_1505ef04_3.fastq.gz	4000	1360199	136	2612	10.89
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5372612_barcode86/FAO12621_pass_barcode86_1505ef04_5.fastq.gz	4000	1764507	140	7950	10.89
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5372612_barcode86/FAO12621_pass_barcode86_1505ef04_0.fastq.gz	4000	1775435	116	6012	10.98
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5372612_barcode86/FAO12621_pass_barcode86_1505ef04_4.fastq.gz	4000	1800451	139	9623	10.81
